text,label
velow this turned out incredible absolutely stunning work,2
ummzinger jtylerhagen fukbidenharris my mum was an incredible mum that was a lot more pragmatic for her age than you could possibly fathom  also nobody said its impossible to raise a child with adequate support but is it prudent when the mum in question is also a child,2
my daughter viv to a girl she just met seconds ago at the park will you be my best friend girl yes v will you come to my birthday party g yes me maybe ask her name first v i dont need to shes my best frieennnn runs off with her,2
drinking a best buds by sycamorebrewing untappd at home,2
my baby might start day care tomorrow,1
deathbecumsme people needed to see it bad lol,0
this my bad bltch era  like my elite era like my untouchable era like youre never going to be able get in contact w me again era,0
i wish the sims would only add like new families per neighborhood and not turn every other lot into a public one cause jesus damn how am i supposed to add any families if everything is full and i hate deleting them too cause like they probably have story or something,1
im broken fr i just want to be alone most of the time,0
id risk it all for this man,1
bluwall solidusstriker holyturnipgod squeakfu enriqueh can only pray for those lost strugglers hopefully theyll re read the series one day with an open mind,0
edurnenaia aqueouswc phoenixfawkes giraffitiinft somiarian maheenisketchy immigrantkiddo esanqueira fercaggianoart mashvalleyaimee monikanft acidframerate magdagangsta crispycocoart sandraacostaart raquelcasilda elmsta omg im a bit lost in notifications can somebody teach me how to you my phone lol,0
wimbledon whats the point of starting the matches so late on centre two matches played amp its after pm scheduling is poor,0
motor vehicle accident cassell rd brevardcassell rd  israel rd,0
charliehawco yep syrups are super bad for you,0
jagats jtorre negeljr babyfacegoat you cant debate that if love and kyrie arent injured thats a different series though you take away the warriors nd and rd best player instead thats easily a cavs sweep,2
whitlockjason karilake lost some respect for her during bret baier interview,0
bloomcw bloomdefi matmanbeerman excited for this new project thanks bloomdefi,2
i hate it when somewhere which produces really nice good value food turns out to be batshit rightwing in the s we gave up our custom to a bakery which made the lightest crustiest bread on discovery of the owners heavy racism,1
truthandfiction well you keep good men at arms length if your interested in a guy send a different signal,2
delighted to have been nominated for the award of outstanding innovation of the year at this years cmimanagers partner awards  cmiawards,2
